sid,name,iso_time,lat,lon,wind_kt
2020263N21136,DOLPHIN,2020-09-25 12:00:00,37.3,142.8, 
2020263N21136,DOLPHIN,2020-09-25 15:00:00,38.1,143.3, 
2020263N21136,DOLPHIN,2020-09-25 18:00:00,38.9,143.9, 
2020263N21136,DOLPHIN,2020-09-25 21:00:00,39.6,144.5, 
2020263N21136,DOLPHIN,2020-09-26 00:00:00,40.2,145.1, 
2020263N21136,DOLPHIN,2020-09-26 03:00:00,40.5,145.5, 
2020263N21136,DOLPHIN,2020-09-26 06:00:00,40.9,145.9, 
2020263N21136,DOLPHIN,2020-09-26 09:00:00,41.2,146.3, 
2020263N21136,DOLPHIN,2020-09-26 12:00:00,41.5,146.7, 
2020263N21136,DOLPHIN,2020-09-26 15:00:00,41.7,147.0, 
2020263N21136,DOLPHIN,2020-09-26 18:00:00,42.0,147.2, 
2020263N21136,DOLPHIN,2020-09-26 21:00:00,42.3,147.4, 
2020263N21136,DOLPHIN,2020-09-27 00:00:00,42.7,147.6, 
2020263N21136,DOLPHIN,2020-09-27 03:00:00,43.1,147.7, 
2020263N21136,DOLPHIN,2020-09-27 06:00:00,43.5,147.9, 
2020263N21136,DOLPHIN,2020-09-27 09:00:00,43.9,148.0, 
2020263N21136,DOLPHIN,2020-09-27 12:00:00,44.4,148.4, 
2020263N21136,DOLPHIN,2020-09-27 15:00:00,45.0,148.9, 
2020263N21136,DOLPHIN,2020-09-27 18:00:00,45.7,149.7, 
2020263N21136,DOLPHIN,2020-09-27 21:00:00,46.5,150.6, 
2020263N21136,DOLPHIN,2020-09-28 00:00:00,47.4,151.5, 
2020263N21136,DOLPHIN,2020-09-28 03:00:00,48.1,152.1, 
2020263N21136,DOLPHIN,2020-09-28 06:00:00,48.8,152.8, 
2020263N21136,DOLPHIN,2020-09-28 09:00:00,49.2,153.4, 
2020263N21136,DOLPHIN,2020-09-28 12:00:00,49.6,154.3, 
2020263N21136,DOLPHIN,2020-09-28 15:00:00,50.0,156.0, 
2020263N21136,DOLPHIN,2020-09-28 18:00:00,50.3,157.9, 
2020263N21136,DOLPHIN,2020-09-28 21:00:00,50.6,159.8, 
2020263N21136,DOLPHIN,2020-09-29 00:00:00,50.8,161.7, 
2020263N21136,DOLPHIN,2020-09-29 03:00:00,50.7,164.0, 
2020263N21136,DOLPHIN,2020-09-29 06:00:00,50.6,165.8, 
2020263N21136,DOLPHIN,2020-09-29 09:00:00,50.4,166.8, 
2020263N21136,DOLPHIN,2020-09-29 12:00:00,50.2,167.5, 
2020263N21136,DOLPHIN,2020-09-29 15:00:00,50.0,168.2, 
2020263N21136,DOLPHIN,2020-09-29 18:00:00,49.9,168.9, 
2020270N17159,KUJIRA,2020-09-25 12:00:00,16.6,158.7, 
2020270N17159,KUJIRA,2020-09-25 15:00:00,16.9,158.6, 
2020270N17159,KUJIRA,2020-09-25 18:00:00,17.2,158.6, 
2020270N17159,KUJIRA,2020-09-25 21:00:00,17.5,158.7, 
2020270N17159,KUJIRA,2020-09-26 00:00:00,17.9,158.9, 
2020270N17159,KUJIRA,2020-09-26 03:00:00,18.3,159.1, 
2020270N17159,KUJIRA,2020-09-26 06:00:00,18.6,159.5,20
2020270N17159,KUJIRA,2020-09-26 09:00:00,18.9,159.6,20
2020270N17159,KUJIRA,2020-09-26 12:00:00,19.2,159.7,20
2020270N17159,KUJIRA,2020-09-26 15:00:00,19.5,159.6,23
2020270N17159,KUJIRA,2020-09-26 18:00:00,19.9,159.5,25
2020270N17159,KUJIRA,2020-09-26 21:00:00,20.2,159.2,28
2020270N17159,KUJIRA,2020-09-27 00:00:00,20.6,158.8,30
2020270N17159,KUJIRA,2020-09-27 03:00:00,21.2,158.2,30
2020270N17159,KUJIRA,2020-09-27 06:00:00,21.8,157.6,30
2020270N17159,KUJIRA,2020-09-27 09:00:00,22.5,157.0,33
2020270N17159,KUJIRA,2020-09-27 12:00:00,23.3,156.5,35
2020270N17159,KUJIRA,2020-09-27 15:00:00,24.1,155.8,35
2020270N17159,KUJIRA,2020-09-27 18:00:00,24.9,155.1,35
2020270N17159,KUJIRA,2020-09-27 21:00:00,25.8,154.3,38
2020270N17159,KUJIRA,2020-09-28 00:00:00,26.6,153.8,40
2020270N17159,KUJIRA,2020-09-28 03:00:00,27.2,153.4,43
2020270N17159,KUJIRA,2020-09-28 06:00:00,27.8,153.1,45
2020270N17159,KUJIRA,2020-09-28 09:00:00,28.3,153.0,45
2020270N17159,KUJIRA,2020-09-28 12:00:00,28.8,152.9,45
2020270N17159,KUJIRA,2020-09-28 15:00:00,29.6,153.0,48
2020270N17159,KUJIRA,2020-09-28 18:00:00,30.6,153.3,50
2020270N17159,KUJIRA,2020-09-28 21:00:00,31.5,153.6,55
2020270N17159,KUJIRA,2020-09-29 00:00:00,32.6,154.0,60
2020270N17159,KUJIRA,2020-09-29 03:00:00,33.7,154.5,63
2020270N17159,KUJIRA,2020-09-29 06:00:00,34.7,155.1,65
2020270N17159,KUJIRA,2020-09-29 09:00:00,35.7,155.7,65
2020270N17159,KUJIRA,2020-09-29 12:00:00,36.6,156.4,65
2020270N17159,KUJIRA,2020-09-29 15:00:00,37.5,157.3,60
2020270N17159,KUJIRA,2020-09-29 18:00:00,38.4,158.3,55
2020270N17159,KUJIRA,2020-09-29 21:00:00,39.1,159.4,55
2020270N17159,KUJIRA,2020-09-30 00:00:00,39.8,160.5,55
2020270N17159,KUJIRA,2020-09-30 03:00:00,40.4,161.7,50
2020270N17159,KUJIRA,2020-09-30 06:00:00,40.9,163.0,45
2020270N17159,KUJIRA,2020-09-30 09:00:00,41.1,164.7,43
2020270N17159,KUJIRA,2020-09-30 12:00:00,41.2,166.3,40
2020270N17159,KUJIRA,2020-09-30 15:00:00,41.3,167.8, 
2020270N17159,KUJIRA,2020-09-30 18:00:00,41.2,169.4, 
2020270N17159,KUJIRA,2020-09-30 21:00:00,40.9,170.9, 
